0,1.05645e-037,6.61529e-039,-1.03144e-035,1.17706,0,0,90,0,0,1,1,0,0
0.0100789,-0.101613,-0.0221743,-11.4761,1.03837,0,0,90,0,0,1,1,0,0
0.0201583,-0.227364,-0.0381534,-22.9547,1.28161,0,0,90,0,0,1,1,0,0
0.0302377,-0.318793,-0.0361094,-34.4357,0.917307,0,0,90,0,0,1,1,0,0
0.0403166,-0.400587,-0.0318188,-45.9079,0.824258,0,0,90,0,0,1,1,0,0
0.050396,-0.504654,-0.0379419,-57.3927,1.03134,0,0,90,0,0,1,1,0,0
0.0604753,-0.565872,-0.0251939,-68.8764,0.631959,0,0,90,0,0,1,1,0,0
0.0705543,-0.623859,-0.029065,-80.3518,0.589418,0,0,90,0,0,1,1,0,0
0.0781136,-0.650334,-0.0209672,-88.9735,0.383568,0,0,90,0,0,1,1,0,0
0.0881929,-0.699551,-0.0328267,-100.455,0.501103,0,0,90,0,0,1,1,0,0
0.0982718,-0.753553,-0.0216363,-106.148,0.529578,0,0,82.4884,0,0,1,1,0,0
0.108351,-0.785267,0.00493512,-111.666,0.398762,0,0,73.6266,0,0,1,1,0,0
0.118431,-0.827208,-0.0198846,-116.999,0.482921,0,0,67.9919,0,0,1,1,0,0
0.12851,-0.865371,-0.020529,-122.1,0.382208,0,0,62.5298,0,0,1,1,0,0
0.138589,-0.903817,-0.0228951,-126.941,0.398064,0,0,57.3157,0,0,1,1,0,0
0.148669,-0.95809,-0.0249726,-131.497,0.530646,0,0,52.3642,0,0,1,1,0,0
0.158748,-1.00082,-0.0368537,-135.744,0.45922,0,0,47.6032,0,0,1,1,0,0
0.168827,-1.02087,-0.0403947,-139.684,0.214774,0,0,43.2353,0,0,1,1,0,0
0.178906,-1.03646,-0.0312297,-143.324,0.18589,0,0,39.2365,0,0,1,1,0,0
0.188985,-1.03928,-0.033678,-146.669,0.0454297,0,0,35.5502,0,0,1,1,0,0
0.199065,-1.07125,-0.0267388,-149.735,0.324254,0,0,32.1945,0,0,1,1,0,0
0.209144,-1.10232,-0.00732031,-152.647,0.366984,0,0,30.426,0,0,1,1,0,0
0.219223,-1.11285,-0.00334579,-155.298,0.117092,0,0,27.427,0,0,1,1,0,0
0.229302,-1.134,0.0167022,-157.708,0.285864,0,0,24.7457,0,0,1,1,0,0
0.239382,-1.12574,0.0158469,-159.887,0.0700953,0,0,22.2766,0,0,1,1,0,0
0.249461,-1.13005,0.00460112,-161.997,0.114881,0,0,21.5071,0,0,1,1,0,0
0.25954,-1.13509,0.00688912,-163.907,0.0561078,0,0,19.3833,0,0,1,1,0,0
0.269619,-1.13098,0.0141931,-165.632,0.0822066,0,0,17.4582,0,0,1,1,0,0
0.279698,-1.17394,0.012563,-167.193,0.417676,0,0,15.7434,0,0,1,1,0,0
0.289778,-1.19055,0.0201349,-168.591,0.163187,0,0,14.0652,0,0,1,1,0,0
0.299857,-1.1577,0.0139847,-169.719,0.315511,0,0,11.3014,0,0,1,1,0,0
0.309936,-1.15136,0.00272938,-170.743,0.140804,0,0,10.2589,0,0,1,1,0,0
0.320015,-1.17027,0.00354484,-171.669,0.202757,0,0,9.25029,0,0,1,1,0,0
0.330094,-1.18139,0.0193445,-172.496,0.203265,0,0,8.27397,0,0,1,1,0,0
0.340174,-1.18773,0.01619,-173.237,0.0576162,0,0,7.41699,0,0,1,1,0,0
0.350253,-1.1737,0.0259072,-173.763,0.171673,0,0,5.23591,0,0,1,1,0,0
0.360332,-1.1755,0.0324664,-174.237,0.0577965,0,0,4.74672,0,0,1,1,0,0
0.370411,-1.17385,0.0352789,-174.664,0.053049,0,0,4.26717,0,0,1,1,0,0
0.380491,-1.16693,-0.00571756,-175.05,0.406379,0,0,3.84391,0,0,1,1,0,0
0.388051,-1.18093,-0.0158237,-175.312,0.227289,0,0,3.47884,0,0,1,1,0,0
0.39813,-1.16619,-0.0150777,-175.914,0.169824,0,0,6.00591,0,0,1,1,0,0
0.408209,-1.18138,-0.0225952,-176.46,0.174875,0,0,5.44383,0,0,1,1,0,0
