0.000000,0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.00000090.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.246569,0.000000
0.010079,11.438688,0.928064,0.20949290.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019405,0.000000
0.020158,22.829327,2.038036,-2.22361190.000000,0.000000,-26815615859885194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2567665664.000000,0.000000
0.030238,34.180641,3.267265,-5.81814190.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,104743305216.000000,0.000000
0.040317,45.493881,4.523512,-9.65836390.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,409497763840.000000,0.000000
0.050396,56.803780,5.729970,-13.37492190.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,601200001024.000000,0.000000
0.060475,68.108925,6.745408,-16.86718990.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,617133637632.000000,0.000000
0.070554,79.419083,7.559127,-20.02711390.000000,0.000000,26815615859885194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,418818818048.000000,0.000000
0.078114,87.916435,7.888629,-22.15680790.000000,0.000000,-26815615859885194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,235553030144.000000,0.000000
0.088193,99.214279,8.186984,-24.74475190.000000,0.000000,-26815615859885194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136864268288.000000,0.000000
0.098272,104.760963,8.181674,-27.80993379.937386,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65573158912.000000,0.000000
0.108351,110.180435,8.071091,-30.54713874.519341,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29821992960.000000,0.000000
0.118431,115.407608,7.920885,-33.00034768.888496,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14856863744.000000,0.000000
0.128510,120.409973,7.674049,-35.17591563.724323,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6508498944.000000,0.000000
0.138589,125.155624,7.368755,-37.08814258.697449,0.000000,26815615859885194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1778797568.000000,0.000000
0.148669,129.612900,7.015361,-38.74603353.807365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,504666112.000000,0.000000
0.158748,133.786972,6.641183,-40.19945949.377850,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,190155520.000000,0.000000
